id,speaker,age,context,irrelevant,stereotypical,anti-stereotypical,labels,annotators
00049,old_women,elderly,My friends are always out socializing.,There is a sofa in the corner.,"But these days, my knees just can't handle all that running around anymore.","But honestly, building my own spaceship in this open-world game is way more exciting. I spend all my time playing video games.","{'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype']}","[9990220800, 6485356544, 8591404672, 1075502080, 3347824640, 3554781184]"
00050,Hillary_Clinton,elderly,My friends are always out socializing.,There is a sofa in the corner.,"But these days, my knees just can't handle all that running around anymore.","But honestly, building my own spaceship in this open-world game is way more exciting. I spend all my time playing video games.","{'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype']}","[9990220800, 6485356544, 8591404672, 1075502080, 3347824640, 3554781184]"
00051,Matthew,young,My friends are always out socializing.,There is a sofa in the corner.,"But honestly, building my own spaceship in this open-world game is way more exciting. I spend all my time playing video games.","But these days, my knees just can't handle all that running around anymore.","{'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'irrelevant', 'anti-stereotype', 'anti-stereotype']}","[6183572480, 9126298624, 2256926720, 4287887360, 9415520256, 437087232]"
00052,Mason-HQ,young,My friends are always out socializing.,There is a sofa in the corner.,"But honestly, building my own spaceship in this open-world game is way more exciting. I spend all my time playing video games.","But these days, my knees just can't handle all that running around anymore.","{'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'irrelevant', 'anti-stereotype', 'anti-stereotype']}","[6183572480, 9126298624, 2256926720, 4287887360, 9415520256, 437087232]"
00053,Barbara,young,My friends are always out socializing.,There is a sofa in the corner.,"But honestly, building my own spaceship in this open-world game is way more exciting. I spend all my time playing video games.","But these days, my knees just can't handle all that running around anymore.","{'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'irrelevant', 'anti-stereotype', 'anti-stereotype']}","[6183572480, 9126298624, 2256926720, 4287887360, 9415520256, 437087232]"
00054,Megan-HQ,young,My friends are always out socializing.,There is a sofa in the corner.,"But honestly, building my own spaceship in this open-world game is way more exciting. I spend all my time playing video games.","But these days, my knees just can't handle all that running around anymore.","{'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'irrelevant', 'anti-stereotype', 'anti-stereotype']}","[6183572480, 9126298624, 2256926720, 4287887360, 9415520256, 437087232]"
00055,old_man,elderly,The king refuses my service,Cashews grow on apples.,"I've served kings before him, and I'll find another worthy leader who appreciates my experience and loyalty.",Seriously? Everyone knows I'm the best gamer in the whole kingdom!,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype']}","[8591404672, 1075502080, 9990220800, 3554781184, 6485356544]"
00056,John_Madden,elderly,The king refuses my service,Cashews grow on apples.,"I've served kings before him, and I'll find another worthy leader who appreciates my experience and loyalty.",Seriously? Everyone knows I'm the best gamer in the whole kingdom!,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype']}","[8591404672, 1075502080, 9990220800, 3554781184, 6485356544]"
00057,old_women,elderly,The king refuses my service,Cashews grow on apples.,"I've served kings before him, and I'll find another worthy leader who appreciates my experience and loyalty.",Seriously? Everyone knows I'm the best gamer in the whole kingdom!,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype']}","[8591404672, 1075502080, 9990220800, 3554781184, 6485356544]"
00058,Hillary_Clinton,elderly,The king refuses my service,Cashews grow on apples.,"I've served kings before him, and I'll find another worthy leader who appreciates my experience and loyalty.",Seriously? Everyone knows I'm the best gamer in the whole kingdom!,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype']}","[8591404672, 1075502080, 9990220800, 3554781184, 6485356544]"
00059,Matthew,young,The king refuses my service,Cashews grow on apples.,Seriously? Everyone knows I'm the best gamer in the whole kingdom!,"I've served kings before him, and I'll find another worthy leader who appreciates my experience and loyalty.","{'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype']}","[1075502080, 9990220800, 3554781184, 6485356544, 3347824640, 8591404672]"
00060,Mason-HQ,young,The king refuses my service,Cashews grow on apples.,Seriously? Everyone knows I'm the best gamer in the whole kingdom!,"I've served kings before him, and I'll find another worthy leader who appreciates my experience and loyalty.","{'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype']}","[1075502080, 9990220800, 3554781184, 6485356544, 3347824640, 8591404672]"
00061,Barbara,young,The king refuses my service,Cashews grow on apples.,Seriously? Everyone knows I'm the best gamer in the whole kingdom!,"I've served kings before him, and I'll find another worthy leader who appreciates my experience and loyalty.","{'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype']}","[1075502080, 9990220800, 3554781184, 6485356544, 3347824640, 8591404672]"
00062,Megan-HQ,young,The king refuses my service,Cashews grow on apples.,Seriously? Everyone knows I'm the best gamer in the whole kingdom!,"I've served kings before him, and I'll find another worthy leader who appreciates my experience and loyalty.","{'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'stereotype'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype']}","[1075502080, 9990220800, 3554781184, 6485356544, 3347824640, 8591404672]"
00063,old_man,elderly,"The rainy weather kept me cooped up inside, but it wasn't all bad.","Basketball is a sport with a hoop, big shoes, and meatloaf.",Finally had a chance to dust off my old photo albums and reminisce about the good ol' days!,I spent my time playing video games and talking on the phone to my friends.,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype']}","[9126298624, 2256926720, 437087232, 7786815488, 6183572480, 9415520256, 4287887360]"
00064,John_Madden,elderly,"The rainy weather kept me cooped up inside, but it wasn't all bad.","Basketball is a sport with a hoop, big shoes, and meatloaf.",Finally had a chance to dust off my old photo albums and reminisce about the good ol' days!,I spent my time playing video games and talking on the phone to my friends.,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype']}","[9126298624, 2256926720, 437087232, 7786815488, 6183572480, 9415520256, 4287887360]"
00065,old_women,elderly,"The rainy weather kept me cooped up inside, but it wasn't all bad.","Basketball is a sport with a hoop, big shoes, and meatloaf.",Finally had a chance to dust off my old photo albums and reminisce about the good ol' days!,I spent my time playing video games and talking on the phone to my friends.,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype']}","[9126298624, 2256926720, 437087232, 7786815488, 6183572480, 9415520256, 4287887360]"
00066,Hillary_Clinton,elderly,"The rainy weather kept me cooped up inside, but it wasn't all bad.","Basketball is a sport with a hoop, big shoes, and meatloaf.",Finally had a chance to dust off my old photo albums and reminisce about the good ol' days!,I spent my time playing video games and talking on the phone to my friends.,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant'], 'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype']}","[9126298624, 2256926720, 437087232, 7786815488, 6183572480, 9415520256, 4287887360]"
00067,Matthew,young,"The rainy weather kept me cooped up inside, but it wasn't all bad.","Basketball is a sport with a hoop, big shoes, and meatloaf.",I spent my time playing video games and talking on the phone to my friends.,Finally had a chance to dust off my old photo albums and reminisce about the good ol' days!,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'anti-stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[4287887360, 9126298624, 9415520256, 437087232, 6183572480, 2256926720]"
00068,Mason-HQ,young,"The rainy weather kept me cooped up inside, but it wasn't all bad.","Basketball is a sport with a hoop, big shoes, and meatloaf.",I spent my time playing video games and talking on the phone to my friends.,Finally had a chance to dust off my old photo albums and reminisce about the good ol' days!,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'anti-stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[4287887360, 9126298624, 9415520256, 437087232, 6183572480, 2256926720]"
00069,Barbara,young,"The rainy weather kept me cooped up inside, but it wasn't all bad.","Basketball is a sport with a hoop, big shoes, and meatloaf.",I spent my time playing video games and talking on the phone to my friends.,Finally had a chance to dust off my old photo albums and reminisce about the good ol' days!,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'anti-stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[4287887360, 9126298624, 9415520256, 437087232, 6183572480, 2256926720]"
00070,Megan-HQ,young,"The rainy weather kept me cooped up inside, but it wasn't all bad.","Basketball is a sport with a hoop, big shoes, and meatloaf.",I spent my time playing video games and talking on the phone to my friends.,Finally had a chance to dust off my old photo albums and reminisce about the good ol' days!,"{'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'stereotype': ['stereotype', 'stereotype', 'anti-stereotype', 'stereotype', 'stereotype', 'stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[4287887360, 9126298624, 9415520256, 437087232, 6183572480, 2256926720]"
00071,old_man,elderly,I hum a tune under my breath.,My radio stopped playing.,It's a melody from way back then. I can't quite remember the name though.,It's the theme song from my favorite cartoon! Now I gotta hurry home and watch it before dinner.,"{'stereotype': ['stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype', 'stereotype'], 'anti-stereotype': ['anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype', 'anti-stereotype'], 'irrelevant': ['irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant', 'irrelevant']}","[4287887360, 437087232, 9415520256, 9126298624, 2256926720, 6183572480]"
